status_message,word_counts,char_counts
"""Mas se o seu telefone tocar 
Lá pras três ou quatro da manhã 
Eu não voltei atrás 
Eu já bebi demais 
Faça o que sempre fez 
Não me atenda nenhuma vez.."" 💔💣💥

Seguuuraaa essa sala de rebocoooo.. Pq aqui a gente faz tudo por vc e pra vc!! Então vamos nessa? E TEM PROMOÇÃO?! Tem sim senhor, chama os amigos pra um Happy Hour delicioso! Das 19h às 22h tem torre por apenas R$20,00!!

E tem Ricardão e Forró Eu Acho É Bom pra fazer da sua noite a MELHOR!! NÃO PERDE NÃO!! 😍😍

#QuintaÉShow #AMelhorSalaDeReboco #VemQueTem #OMelhorHappyHour #ChamaTodoMundo #AquiTudoÉPraVc #PqSomosVc #Ricardão",102,480
"Um dos eventos mais importantes do futebol está chegando. O Iate Clube em parceria com a InOff Produtora estão preparando uma mega estrutura para você torcer pelo Brasil daquele jeito. Além de várias atrações musicais, a *Cidade da Copa* terá Salão Climatizado, Telão de Alta Definição e Acesso Exclusivo. Já garantiu seu passaporte? Te esperamos no dia *17 de Junho*! 

*PASSAPORTE 1ª FASE *- MESA: 4 x R$150,00 (Válido para os 3 jogos) 4 pessoas 

*CAMAROTE*: 4x R$750,00 (Válido para os 3 jogos) 10 pessoas 

VEM PRA CIDADE DA COPA! 

 Contato: (93) 99101 5787 

 Ponto de Venda: Iate Clube

#cidadedacopa #vempracidade #copa2018 #futebol #explodiu #torcida",105,543
"🔥 Quer ganhar pulseiras Vip para este Sábado?
Vamos sortear 10 para 5 sortudos onde cada um leva duas...

✔ CURTE, COMENTE, MARQUE SEU PARCEIRO E COMPARTILHE!",27,131
"Hoje tem pão delícia, o nosso pãozinho de batata fofinho com muito queijo cuia e o melhor hoje ele é em DOBROOO! Isso mesmo em dobro, compra um e ganha o outro! Vem ser feliz na Lou Doces.
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces",73,365
Nosso parceiro Yuri dando um talento no topete com o barber Mineirinho 💈✂ #ToroBarbearia #Barbershop #Barbearia,16,96
"Segunda já sabe né! É dia do Melhor Rodízio de Santarém! ⚠️ATENÇÃO⚠️CHEGUE CEDO, POIS VAI LOTAR!!!
Tv Silva Jardim, 921-A Quase esquina com a Marechal Rondom.
Ps: novos valores homem-54,90 e mulher-49,90",32,172
A VOLTA DO MANDELA!,4,16
"Para quem está se programando para o FERIADO: Nesta quinta-feira, nós vamos funcionar para ALMOÇO no horário das 11:30 às 15:00h. 😎😍Vem pro rustik!",24,124
Terça dia 12 ou vc vai com namorado ou arruma no celeiro com o ladrao de coração ❤️ e vc vai perder ? 💥💥💥💥💥,24,84
"➡➡➡Cardápio de Quarta⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Canja
🔵 Caldo de Camarão com Tucupi e Jambu
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",68,283
"O sol é uma fonte de energia limpa e renovável, ou seja: a geração de energia solar não está associada à emissão de poluentes. #AquiTem #EnergiaSolar",26,124
"Moleza? O @walace_rodrigues e o @danielvianna desconhecem essa palavra, com eles é só treino HARD! #vemprabonyfit",16,98
"Venha curtir com o Xote Turbinado uma quarta super animada, não fique de fora que o ritmo é contagiante e dançante!!! A partir das 22h30, um Autêntico forró pé de serra pra dançar agarradinho e ainda tem a promoção na torre de 3,5L sendo cerveja Antártica, Skol ou Schin por R$29,00.
Sorteio de 5 torres entre os que comentarem:
""Toda quarta no boteco é dia de Xote Turbinado."" 
#Forrozin #XoteTurbinado #BotecoDoSorriso #BotecoVIP",72,359
"""Domingo, quero te encontrar e desabafar todo o meu sofrer..""

Sem sofrimento, venha se deliciar com os melhores espetos da cidade.. 😉
Apoveite nossas promoções TODOS OS DIAS!!
Escolha sua guarnição e bom apetite!! 😋😋😋

Ficar de fora dessa, tá proibido!! Comer bem e economizando, com sabor e conforto é seu direito e nosso dever!! 

Av. Mendonça Furtando, canto com Silva Jardim",62,314
"Hoje tem Jogão na SEMIFINAL do campeonato Carioca, as 20:00hrs!⚽⚽
 Flamengo x Fluminense ⚽🍻👏 Você já sabe, aqui você torce com muita cerveja gelada e os melhores tira gostos da cidade!🍻🍻 Pode marcar com a galera!!",36,177
"➡ Promoção de Quinta ⬅

🔵 Salada de Frango + Suco de 500ml R$ 14,

🔵 Sanduiche Natural de Frango + Suco de 500ml R$ 10,

➡End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e sãp sebastião, descendo a Academia Bony Fit⬅",44,185
Promoção válida para a unidade de Santarém e enquanto durar o estoque.,12,59
"Ansiedade a mil para 8° edição da MICARETA DO CDV, vamos micaretar com todos o ritmos, uma balada diferente uma vez por ano, #VEMPRAMICARETA 2018 nesse sábado dia 03/02.

Postos de vendas e entrega .
➡️WL INFORMÁTICA.

Informações.
991749768",39,201
"Carnaval na porta e a galera não tá de brincadeira não! Todo mundo em forma pra cair na folia, hein? #bonyfit #amelhordestm",22,102
"Abriremos hoje normalmente!! 
☎️delivery:99141-4046/3522-4649☎️",4,59
"Temos razões de sobra para comemorar esses 2 anos. Mas a nossa maior motivação sempre será você!

Obrigado por abrilhantar nossa sorveteria com sua presença. Tenha certeza que o prazer é todo nosso!!!

Hoje, a partir das 18h, rua fechada. Tem muita festa, carimbó, pipoca, diversão e sorvete. 

Agora, bora curtir!!!

* Trilha sonora: Boto Namorador | Dona Onete

#botosorveteria #boto #sorveteria #gelato #sorvete #santarem #alterdochao #2anosdeboto #festa #comemoracao #homenagem #tudodebom #cultura #euamoabotosorveteria #brincadeira #ehoje",75,463
"Hoje na #gothamburgers Burgers Tradicionais & Hotdogs de 30 cm pela metade do preço 😲

Vem correndo ... Chama a galera e venha se acabar com nossos mega Heróis Gourmet 😋

Manda msg pro Batman que ele vai levar na sua casa 99209-7764 (Whatsapp ou Ligações)

Av Mendonça Furtado, 365 altos - Prainha.

#promoção #gothamburgers @ Gotham Burgers",58,280
Muito sabor! Muito amor!,4,21
"Omelete Recheada com Frango e Salada R$ 12,",8,36
"Já é neste Sábado!!!⚽⚽⚽
Final entre Real Madri x Liverpool⚽⚽⚽
Grande final da UEFA! 👊
Venha conferir essa partida histórica na melhor barbearia da cidade! 🍻 🍻 Muita cerveja gelada e os melhores tira gostos!!😍👊🍻

🚩 Av. Marechal Rondon esq. c/ Tv. Sete de Setembro",45,217
"Hoje tem TEMAKI EM DOBRO 💥. Peça um Temaki Salmão e ganhe um Temaki Skin!!
☎️delivery:9914-4046/3522-4649☎️",16,92
"Aqui ninguém brinca em serviço, nossa galera de Ritmos arrasando ao som de Anitta! #bonyfit #delongeamelhor #vemprabonyfit

SANTARÉM
Segunda: 20h30
Terça: 7h / 17h30 / 20h30
Quarta: 20h30
Quinta: 17h30 / 20h30

ITAITUBA
Segunda: 6h30 / 19h
Terça: 19h
Quinta: 19h",41,220
"Muito amor por essa foto com as nossas clientes, Melina e Betina💕. A Lou Doces se enche de alegria por adoçar com nossas gostosuras momentos como este. Obrigada mamãe @cynthiacunhasiraiama pela preferência! ❤😍🍫🎂",33,179
"Já experimentou o Poke Hadouken? Exclusividade Hadouken Sushi.
Pioneirismo e qualidade é aqui!",13,82
"Estamos aqui te esperando com MUUUUUUUUUUUUUITAS delícias!!!!
#tiradentes #feriado #sorvete #gelato #santarem #para #amazonia",14,112
Sente a energia dessa galera que concluiu mais um treino e agora é só alegria! #bonyfit #delongeamelhor,17,87
"Promoção de Terça 💪

🔵 Crepioca Recheada de Frango + Suco de 500ml R$ 14,
🔵 Omelete Recheado com Frango + Suco de 500ml R$ 16,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião",38,166
É AMANHÃ...,2,10
"Hoje é o dia delas, apenas para as mulheres preço especial de rodízio por R$35,90.
Rodízio Masculino de sushi e pratos quentes, por apenas R$ 39,90 e ganhe um Temaki Mix (Salmão e Kani).
Promoção válida para a unidade de Santarém e enquanto durar o estoque;
Pedimos a gentileza de evitar o desperdício: Desperdício de Temaki, será cobrado o preço de um Temaki do cardápio;
O Temaki deverá ser consumindo no estabelecimento durante o rodízio;
Não é permitido que o cliente leve o que sobrar no prato a não ser que o mesmo pague pelo desperdício no peso do buffet por quilo;
O rodízio será serviço das 19 às 22:30 horas.",111,508
PAGODÃO...,1,10
Antes de um treino daqueles a Clara Maia se aquece na esteira e se prepara dar o melhor de si!,20,75
"Morangos fresquinhos e deliciosos sobre uma massa incrível de pão de ló, com muito chantilly deixando o sabor ainda mais maravilhoso! 
E ai, vamos de torta de morango hoje? 🍰😍❤
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)
-Aceitamos cartões de débito e crédito.

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",68,349
"Hoje tem pão delícia, o nosso pãozinho de batata fofinho com muito queijo cuia e o melhor hoje ele é em DOBROOO! Isso mesmo em dobro, compra um e ganha o outro! Vem ser feliz na Lou Doces.
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe #delicatessen #sonhodevalsa#paodebatata #queijocuia #loudoces",73,365
Quarta é dia do Rodízio mais badalado de Santarém! Vem ser Feliz no Hadouken Sushi!!!,15,71
"Todos já sabem que FOGUETE NÃO TEM RÉ 🚀🚀🚀, O MELHOR DO FUNK CARIOCA VOLTA PARA SUA CASA EM SANTARÉM, BAILE DO JONJON 21 DE ABRIL NA V8 LOUNGE, AGENDE AI.",31,123
HOJE TEM SIMBORA!,3,15
#VemPraFesta,1,12
"HOJE TEM CELEIRO BEER !

Muito Sertanejo e Forró.

Para comandar a festa tem “ Henrique Mel + Saulo Magalhães e Forró Prime.

Mulher não paga ingresso ate 00:00.

Rolha 30,00 reais à noite toda.

Hoje no Celeiro Beer.

#VemProCeleiroBeer 🍺❤️",41,195
"Hoje é o dia delas, apenas para as mulheres preço especial de rodízio por R$35,90.
Rodízio Masculino de sushi e pratos quentes, por apenas R$ 39,90 e ganhe um Temaki Mix (Salmão e Kani).
Promoção válida para a unidade de Santarém e enquanto durar o estoque;
Pedimos a gentileza de evitar o desperdício: Desperdício de Temaki, será cobrado o preço de um Temaki do cardápio;
O Temaki deverá ser consumindo no estabelecimento durante o rodízio;
Não é permitido que o cliente leve o que sobrar no prato a não ser que o mesmo pague pelo desperdício no peso do buffet por quilo;
O rodízio será serviço das 19 às 22:30 horas.",111,508
"Promoção de Segunda 💪

🔵 Salada de Frango + Suco de 500ml R$ 14,
🔵 Sanduiche Natural + Suco de 500ml R$ 10,
🔵 Omelete Recheado com Frango + Suco de 500ml R$ 16,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião.",46,193
A @leanimirandaitb sabe qual lugar dos tops da cidade e veio pra cá #bonyfit #delongeamelhor,15,78
"Rodízio de sushi e pratos quentes, por apenas R$ 39,90 e ganhe um Temaki Mix (Salmão e Kani).
Promoção válida para a unidade de Santarém e enquanto durar o estoque;
Pedimos a gentileza de evitar o desperdício: Desperdício de Temaki, será cobrado o preço de um Temaki do cardápio;
O Temaki deverá ser consumindo no estabelecimento durante o rodízio;
O rodízio será serviço das 19 às 22:30 horas.",68,327
"Promoção de Sexta 💪

🔵 Omelete Recheado com Frango + Suco de 500ml R$ 16,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião.",27,125
"Promoção de Quinta 💪 

🔵 Salada de Frango + Suco de 500ml R$ 14,
🔵 Sanduiche Natural + Suco de 500ml R$ 10,
🔵 Omelete Recheado com Frango + Suco de 500ml R$ 6,

End:Trav: Barjonas de Miranda, n• 441, entre Mendonça Furtado e São Sebastião",46,190
FEIJOADA DOMINGO NO SIMBORA!,4,25
"Já é #sexta e estamos lhe aguardando para tomar aquela #cerveja gelada e experimentar nossas diversas entradinhas. 
.
Pasteizinhos (10 uni.)
Roberto Leal - Bacalhau
Grande Otelo - Camarão
Oscarito - Filé com azeitonas.
.
.
☎ Delivery 3429-1919",39,204
"Domingo a gente não resiste né!!!!

E aqui tem um montão de coisas deliciosas pra deixar seu domingo ainda mais gostoso...",21,101
"Combinado Especial Hadouken
Vem ser Feliz com a gente!!
☎️delivery:99141-4046/3522-4649☎️",10,80
"Travessa Luiz Barbosa (UFOPA), 13. Próximo ao Shopping Paraíso! 
Entre Pres. Vargas e Mendonça Furtado!",15,88
"Hoje a noite tem pizza que vicia! Não confunda! Peça a verdadeira Pizza Gigante. Ligue pra Unidade RUI BARBOSA e faça seu pedido. Se preferir, pegue sua pizza pessoalmente e use nosso WI-FI grátis!
#PizzaGiganteSantarem",35,185
"Depois dessa chuvinha com esse clima gostoso, pede um delicioso chocolate quente cremoso com muito chantilly acompanhando de nossas delícias! Quanta delícia 🍩☕🍫🌧
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)

#loudoces #delícia #gostosuras #morango #cafe",54,295
"Morangos fresquinhos e deliciosos sobre uma massa incrível de pão de ló, com muito chantilly deixando o sabor ainda mais maravilhoso! 
E ai, vamos de torta de morango hoje? 🍰😍❤
__
📆Seg. a Sáb. das 16h às 20:30h
📞 (93) 99163 9870 - 99121 4996
📍Tv. Assis de Vasconcelos, 743 (entre Mendonça Furtado e Presidente Vargas)
-Aceitamos cartões de débito e crédito.

#loudoces #delícia #gostosuras #morango #cafe #delicatessen",68,349
"☆Venha curtir com David Santos e banda Blackout um sábado super animado, não fique de fora que o ritmo é contagiante e dançante!!! O show de hoje começa às 22h30 com muita MPB, pop rock nacional, sertanejo, axé, carimbó e forró. Uma mistura de ritmos que agrada todos.
#MúsicasNacionais #Sertanejo #Forró #Axé #Regional #BotecoDoSorriso #BotecoVIP",55,293
"Nada melhor que um bom exemplo, pra inspirar a nossa busca pelo corpo perfeito. @ginetamiranda é um desses, com certeza! 
#foco #bonyfitacademia",22,122
"Hoje tem PROMOÇÃO DE HOT SUSHI. 20% DESCONTO EM QUALQUER HOT SUSHI.
☎️delivery:99141-4046/3522-4649☎️",13,89
"Cliente fiel! 👊

#barbershop #cortekids @ Barbearia MR. Oliver",9,53
Hoje É DIA DE RODÍZIO NO HADOUKEN SUSHI!!,8,34
"➡➡➡Cardápio de Segunda⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Caldo Nordestino
🔵 Canja
🔵 Caldo de Moqueca de Peixe com Camarão
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",71,302
"➡ Promoção de Quinta ⬅

🔵 Vatapá de Camarão + Suco de 300ml R$ 13,

🔵 Creme de Frango + Suco de 300ml R$ 14,

🔵 Farofa de Piracuí com Banana + Suco de 300 ml R$ 7,

➡End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e sãp sebastião, descendo a Academia Bony Fit⬅",56,216
Arrebenta Wandecooooo ....,3,24
"AMANHA TEM O BAILINHODAV8 e vai trazer todo o ENVOLVIMENTO do FUNK PRA GALERA ENTRAR NO CLIMA E ESQUENTAR ESSE SÁBADO!
Atençao🔈🔈 ✅INSCRIÇÕES PRA GAROTA V8 serão feitas esse sabado no Bailinho
🚀🚀🚀🚀🚀🚀🚀🚀🚀
✅INGRESSOS JA A VENDA NA WL INFORMATICA
✅ÚLTIMOS BONÉS DISPONÍVEIS LÁ TBM
📲99174-9768",46,242
"Segunda é o dia internacional de começar a dieta, não é mesmo?! 😂
Aqui na #Daxa nós temos um cardápio especial de #saladas esperando por você!
.
Salada de camarão Bubba Gump 🍤
Camarões empanados acompanhados de pepino, tomate cereja, manjericão, cebola, alface e molho agridoce. 😍
.
.
☎ Delivery 3529-1919
📰 Solicite o cardápio",56,272
"●♢ Promoção de Terça ♢●
🔵 Crepioca Recheada de Frango + Suco Detox ou Suco de Abacaxi ou Limonada por R$ 14,

Vemmm para a Estação 😋
End: Trav: Barjonas de Miranda, n° 441, entre mendonça furtado e são sebastião. Vem nos visitar 😍",44,186
"A @natielesousah já concluiu o treino de hoje, #vemprabonyfit você também que ainda dá tempo!",15,79
Somos referência em barbearia,4,26
"💈Barbearia Mr Oliver💈apresenta: 

#SORTEIO# da Sexta do Rock 🎶🎸 (23/03/2018) ✨

Uma parceria com a @uv_santarem. 🎁💜💚

Para participar é muito simples, basta seguir as Regras:
✔Seguir o Instagram da @uv_santarem 
✔Seguir a @barbeariamroliver 
✔Marcar 3 amigos (não vale perfil comercial ou de famosos)

Obs: sendo que dois sorteios serão via instagram.
E um sorteio para quem estiver na sexta do rock.
E responder a pergunta: Qual loja tem os presentes mais criativos de Santarém?
Uma dica #UVSantarém 

Participe e conheça os lindos presentes da @uv_santarem 🎁💜💚
Boa Sorte ✨ 
#promoção #sorteio #BarbeariaMrOliver ✂#SextadoRock 🎶🎸",95,526
Confira as fotos do Baile Do Hawaí realizado no dia 27/01/2018.,11,53
"➡➡➡Cardápio de Terça⬅⬅⬅

🔵 Cozidão de Carne com Legumes 
🔵 Caldo de Galinha R$ 10, / R$ 12,
🔵 Sopa de Feijão
🔵 Caldo de Bacalhau aos Queijos
🔵 Caldo de Pirarucu com Tucupi e jambu
🔵 Creme de Frango R$ 12,
🔵 Estrognoffe de Carne R$ 13,
🔵 Farofa de Piracuí com Banana 

End: Trav: Barjonas de Miranda, n° 441.
Vemm para a Estaçãooo 😍😍😍
Horário: 18hs as 23hs. Todas as noites.
❌Não fazemos entrega❌",76,316
"Olha a pamonha, pamonha, pamonha, QUEM QUER ? #pamonha",9,46
Um show para falar de amor!,6,22
A @maikellymenesess2 conta com a ajuda do @charlleseks na hora do treino e é só sucesso! #bonyfit #amelhordeitaituba,18,99
"Onde tem EVENTO, tem BOTO!!!

Saiba mais

https://search.google.com/local/posts?q=Boto+Sorveteria+Artesanal&ludocid=14601668455123082388&lpsid=2814400502015339038",8,153
